race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
lizard,16,13,9,8,224,134,855,evil,0,
wingedrat,16,14,20,13,139,246,1150,evil,1,
wingedrat,14,16,16,16,173,221,1083,evil,1,
human,13,14,10,14,218,115,339,neutral,0,130.0
human,12,10,16,22,221,104,316,neutral,0,150.0
lizard,18,19,0,12,228,149,973,evil,0,
wingedrat,11,7,16,10,141,239,1111,evil,1,
lizard,10,11,1,12,211,131,859,evil,0,
halfling,13,14,11,12,125,142,204,good,0,
halfling,11,13,17,15,113,112,168,good,0,
orc,20,20,8,8,347,325,2235,evil,0,
orc,24,17,8,10,322,354,2238,evil,0,
human,17,15,17,22,224,112,327,neutral,0,144.0
human,13,14,15,16,241,108,329,neutral,0,139.0
halfling,17,8,7,18,118,85,144,good,0,
orc,19,18,9,13,353,341,2297,evil,0,
wingedrat,19,16,17,13,162,185,945,evil,1,
human,9,11,11,20,228,86,298,neutral,0,148.0
human,14,9,13,23,225,109,336,neutral,0,144.0
human,14,11,10,23,224,87,294,neutral,0,152.0
wingedrat,12,15,16,13,151,171,848,evil,1,
lizard,19,17,0,15,226,133,836,evil,0,
human,16,13,13,19,217,103,311,neutral,0,137.0
halfling,13,12,15,17,140,94,164,good,0,
orc,22,23,11,8,352,322,2247,evil,0,
wingedrat,16,10,18,13,168,226,1065,evil,1,
wingedrat,13,11,11,15,169,187,944,evil,1,
wingedrat,13,17,15,12,150,198,982,evil,1,
orc,21,20,3,4,361,343,2366,evil,0,
orc,21,16,9,14,364,313,2188,evil,0,
lizard,20,11,0,13,205,105,692,evil,0,
lizard,17,14,-6,15,212,125,821,evil,0,
lizard,15,14,-1,15,216,141,907,evil,0,
human,17,14,14,20,212,102,317,neutral,0,144.0
wingedrat,18,16,17,13,167,206,1019,evil,1,
wingedrat,20,15,14,16,145,227,1073,evil,1,
wingedrat,11,11,16,17,166,247,1138,evil,1,
human,15,13,15,17,208,99,303,neutral,0,135.0
human,15,17,13,15,236,108,351,neutral,0,132.0
wingedrat,10,12,16,15,160,233,1144,evil,1,
orc,23,23,9,12,370,291,2148,evil,0,
wingedrat,16,17,16,15,155,223,1062,evil,1,
halfling,14,11,9,16,115,122,179,good,0,
human,7,18,14,22,230,116,340,neutral,0,153.0
human,14,16,8,20,210,103,311,neutral,0,146.0
halfling,12,12,13,16,114,94,151,good,0,
wingedrat,14,16,15,10,153,213,1012,evil,1,
wingedrat,18,17,13,14,148,202,995,evil,1,
lizard,14,9,2,17,243,143,940,evil,0,
human,10,13,9,25,236,104,339,neutral,0,158.0
halfling,14,5,14,16,132,120,186,good,0,
orc,18,17,10,13,352,360,2317,evil,0,
orc,24,18,12,12,329,348,2361,evil,0,
halfling,11,16,15,13,131,79,144,good,0,
wingedrat,17,20,18,10,152,167,831,evil,1,
human,12,17,14,22,206,109,312,neutral,0,155.0
orc,19,11,13,14,369,335,2318,evil,0,
human,5,14,12,20,236,93,314,neutral,0,151.0
orc,27,16,9,9,358,329,2296,evil,0,
lizard,13,15,-2,16,220,128,813,evil,0,
halfling,10,9,9,12,132,115,181,good,0,
human,10,8,13,15,214,92,306,neutral,0,134.0
halfling,11,12,18,17,127,97,160,good,0,
human,13,7,15,17,232,98,331,neutral,0,137.0
orc,22,21,8,11,350,306,2129,evil,0,
halfling,12,10,12,13,141,77,147,good,0,
wingedrat,13,19,20,12,160,220,1033,evil,1,
wingedrat,11,17,10,10,163,186,956,evil,1,
orc,19,25,8,6,301,349,2191,evil,0,
lizard,17,16,6,15,231,130,864,evil,0,
lizard,12,18,-6,12,224,134,838,evil,0,
wingedrat,13,16,13,14,138,189,903,evil,1,
halfling,11,12,8,14,113,89,145,good,0,
halfling,13,12,8,15,113,61,117,good,0,
lizard,20,15,-4,11,201,139,804,evil,0,
orc,17,17,14,3,313,307,2041,evil,0,
halfling,14,12,12,13,138,112,181,good,0,
lizard,20,10,9,12,218,120,818,evil,0,
wingedrat,18,13,16,18,147,203,971,evil,1,
orc,15,16,12,10,336,317,2200,evil,0,
lizard,21,16,-2,11,214,146,924,evil,0,
halfling,9,11,9,11,131,130,195,good,0,
wingedrat,19,17,12,14,149,162,806,evil,1,
wingedrat,13,18,21,7,152,221,1053,evil,1,
human,14,13,12,21,219,109,335,neutral,0,147.0
orc,23,21,3,4,337,299,2124,evil,0,
human,10,11,12,20,234,101,316,neutral,0,146.0
human,12,11,16,22,220,98,318,neutral,0,148.0
orc,18,17,15,15,358,327,2294,evil,0,
wingedrat,17,18,14,13,169,219,1114,evil,1,
wingedrat,14,15,15,7,123,184,831,evil,1,
orc,18,19,12,7,320,320,2127,evil,0,
wingedrat,15,13,14,6,151,209,1003,evil,1,
human,13,16,9,18,234,97,317,neutral,0,138.0
halfling,12,12,12,14,150,95,170,good,0,
orc,22,23,8,12,363,321,2215,evil,0,
orc,24,22,7,5,342,316,2159,evil,0,
wingedrat,17,13,17,16,157,191,924,evil,1,
halfling,10,7,18,14,118,113,172,good,0,
lizard,16,13,2,13,212,124,788,evil,0,
wingedrat,17,13,14,10,160,208,1073,evil,1,
lizard,19,16,-2,14,233,141,936,evil,0,
human,7,12,13,17,250,111,353,neutral,0,139.0
human,10,12,5,24,220,99,310,neutral,0,156.0
halfling,17,8,14,15,110,88,143,good,0,
lizard,14,16,1,13,240,116,822,evil,0,
human,14,16,10,18,226,90,314,neutral,0,139.0
human,10,15,11,17,225,109,324,neutral,0,142.0
human,18,9,15,22,223,101,319,neutral,0,147.0
halfling,10,15,9,18,158,95,174,good,0,
halfling,12,8,15,12,145,89,161,good,0,
lizard,21,11,4,7,223,114,844,evil,0,
halfling,14,9,8,17,112,97,153,good,0,
wingedrat,16,12,16,12,167,208,997,evil,1,
human,6,13,11,21,220,98,298,neutral,0,154.0
lizard,13,14,0,11,215,115,816,evil,0,
halfling,9,6,11,9,125,78,140,good,0,
human,11,11,12,18,216,113,328,neutral,0,143.0
lizard,15,11,-1,13,220,138,906,evil,0,
lizard,16,14,1,9,224,134,874,evil,0,
wingedrat,15,15,13,16,163,220,1015,evil,1,
lizard,18,21,-5,11,201,125,787,evil,0,
wingedrat,18,9,17,9,162,185,920,evil,1,
orc,24,19,11,13,321,296,2070,evil,0,
halfling,15,13,15,13,140,103,173,good,0,
halfling,13,8,15,18,123,116,177,good,0,
halfling,13,6,8,14,140,101,171,good,0,
lizard,16,13,4,17,213,130,779,evil,0,
human,10,15,17,15,213,122,345,neutral,0,137.0
wingedrat,16,14,19,15,151,206,971,evil,1,
orc,18,19,8,14,327,363,2364,evil,0,
human,10,15,6,23,222,92,306,neutral,0,153.0
halfling,14,10,13,15,128,134,198,good,0,
halfling,7,12,15,15,118,95,154,good,0,
lizard,13,12,-4,15,224,133,877,evil,0,
halfling,9,11,12,15,138,71,140,good,0,
halfling,11,13,17,17,123,118,179,good,0,
wingedrat,11,20,19,18,163,176,905,evil,1,
wingedrat,8,19,16,11,163,221,1049,evil,1,
wingedrat,9,13,20,12,152,191,924,evil,1,
wingedrat,10,13,16,12,161,202,1018,evil,1,
orc,19,15,12,13,341,305,2233,evil,0,
lizard,18,15,4,11,225,141,907,evil,0,
human,14,18,16,17,214,108,316,neutral,0,139.0
orc,19,14,11,11,326,332,2291,evil,0,
orc,25,14,9,8,337,355,2317,evil,0,
human,12,12,16,23,224,111,339,neutral,0,153.0
wingedrat,11,14,12,15,159,220,1035,evil,1,
wingedrat,17,16,16,18,150,202,919,evil,1,
halfling,7,5,17,17,134,102,169,good,0,
orc,21,21,12,9,304,330,2176,evil,0,
orc,21,22,14,10,343,274,1969,evil,0,
orc,17,21,10,14,354,338,2338,evil,0,
human,12,12,8,19,221,119,338,neutral,0,143.0
lizard,23,14,4,13,226,145,866,evil,0,
wingedrat,13,13,9,14,153,205,958,evil,1,
lizard,17,18,1,11,199,116,761,evil,0,
lizard,15,17,6,14,233,137,881,evil,0,
wingedrat,21,15,17,14,174,234,1150,evil,1,
wingedrat,10,11,10,15,167,202,987,evil,1,
human,12,11,10,24,231,101,320,neutral,0,153.0
lizard,14,14,0,9,223,131,866,evil,0,
halfling,12,11,16,13,118,123,182,good,0,
human,7,8,15,24,228,117,346,neutral,0,156.0
lizard,22,17,3,11,218,129,873,evil,0,
human,11,16,12,21,251,114,363,neutral,0,147.0
wingedrat,17,13,16,9,157,216,1055,evil,1,
human,9,15,10,21,219,112,352,neutral,0,152.0
wingedrat,18,15,13,10,146,192,890,evil,1,
human,14,14,15,20,231,114,346,neutral,0,144.0
human,8,12,13,25,232,104,324,neutral,0,159.0
lizard,19,9,6,17,227,118,808,evil,0,
lizard,15,12,4,12,234,141,911,evil,0,
wingedrat,19,19,17,13,167,206,1010,evil,1,
lizard,19,12,-8,16,219,122,775,evil,0,
wingedrat,21,14,12,9,172,202,998,evil,1,
wingedrat,20,19,12,14,156,212,1007,evil,1,
orc,13,23,9,11,334,350,2317,evil,0,
wingedrat,14,7,16,13,163,208,974,evil,1,
orc,20,18,6,13,359,317,2252,evil,0,
wingedrat,14,11,21,6,154,207,987,evil,1,
lizard,18,11,1,9,218,130,793,evil,0,
lizard,20,17,5,15,221,141,897,evil,0,
lizard,13,16,-9,11,209,153,944,evil,0,
halfling,16,11,11,12,131,111,176,good,0,
human,10,13,11,19,227,96,315,neutral,0,142.0
halfling,12,12,15,17,124,90,152,good,0,
halfling,9,5,9,11,116,124,182,good,0,
human,7,13,10,16,216,90,294,neutral,0,140.0
orc,21,18,5,15,338,345,2266,evil,0,
halfling,5,6,6,18,142,91,162,good,0,
wingedrat,14,14,11,8,155,221,1033,evil,1,
wingedrat,18,15,17,16,165,188,898,evil,1,
lizard,12,15,-6,13,213,158,932,evil,0,
wingedrat,19,11,14,6,166,219,1040,evil,1,
human,12,16,12,18,199,94,285,neutral,0,142.0
halfling,13,12,14,18,125,125,187,good,0,
halfling,7,12,17,14,142,80,151,good,0,
wingedrat,14,16,16,5,195,206,1034,evil,1,
orc,25,11,6,6,341,314,2149,evil,0,
human,14,10,14,17,213,102,292,neutral,0,133.0
orc,17,22,9,8,294,300,1921,evil,0,
human,10,12,10,23,233,109,346,neutral,0,150.0
halfling,8,13,12,10,129,89,153,good,0,
human,16,10,7,17,225,100,316,neutral,0,130.0
human,8,14,10,15,205,104,313,neutral,0,135.0
human,10,16,12,20,223,108,326,neutral,0,149.0
orc,16,19,9,11,337,375,2345,evil,0,
human,11,17,16,23,225,108,341,neutral,0,153.0
wingedrat,16,20,19,10,174,175,967,evil,1,
halfling,8,10,17,16,113,73,129,good,0,
lizard,19,18,-1,9,225,140,957,evil,0,
halfling,17,14,14,18,126,99,162,good,0,
halfling,16,12,11,17,120,116,176,good,0,
orc,14,20,13,1,334,318,2215,evil,0,
human,8,16,9,14,215,101,313,neutral,0,137.0
lizard,17,16,2,15,229,132,901,evil,0,
halfling,11,15,10,15,117,106,164,good,0,
human,10,12,6,17,210,99,305,neutral,0,140.0
halfling,5,11,12,13,114,103,160,good,0,
lizard,14,16,7,17,223,124,842,evil,0,
orc,15,12,8,5,334,294,2080,evil,0,
lizard,13,14,8,12,227,135,811,evil,0,
halfling,6,15,11,18,129,90,154,good,0,
halfling,17,9,14,12,119,108,167,good,0,
halfling,11,3,12,18,129,98,162,good,0,
human,16,17,9,21,227,102,325,neutral,0,147.0
orc,19,20,13,8,334,321,2206,evil,0,
orc,24,13,15,10,350,320,2269,evil,0,
lizard,19,17,0,17,214,130,858,evil,0,
wingedrat,16,12,12,12,132,221,944,evil,1,
lizard,13,18,8,11,218,135,878,evil,0,
wingedrat,18,11,12,18,122,238,1077,evil,1,
wingedrat,16,13,13,11,161,207,1042,evil,1,
wingedrat,19,17,14,6,156,206,987,evil,1,
halfling,14,7,12,12,122,110,171,good,0,
human,14,10,11,17,235,108,333,neutral,0,132.0
halfling,9,7,8,17,137,112,180,good,0,
halfling,14,13,16,20,132,106,172,good,0,
orc,24,21,12,9,331,317,2093,evil,0,
human,17,9,15,21,201,101,309,neutral,0,140.0
halfling,11,10,13,19,121,100,160,good,0,
halfling,18,15,6,18,135,105,172,good,0,
orc,22,17,14,9,350,316,2169,evil,0,
wingedrat,14,13,18,12,144,171,828,evil,1,
orc,22,14,11,7,334,337,2358,evil,0,
wingedrat,14,16,20,13,149,206,993,evil,1,
human,13,11,13,24,209,110,315,neutral,0,152.0
orc,12,14,10,8,338,328,2232,evil,0,
halfling,14,9,9,8,113,114,170,good,0,
orc,27,19,12,10,334,304,2152,evil,0,
halfling,11,15,13,16,132,110,176,good,0,
lizard,14,14,-4,12,207,118,783,evil,0,
orc,22,18,8,5,311,358,2291,evil,0,
halfling,12,11,9,13,122,113,174,good,0,
wingedrat,18,14,14,14,167,220,1033,evil,1,
wingedrat,11,13,13,14,147,197,957,evil,1,
wingedrat,10,16,13,15,144,204,966,evil,1,
lizard,22,18,8,10,236,109,810,evil,0,
halfling,8,2,13,8,110,82,137,good,0,
halfling,9,14,10,14,123,99,160,good,0,
wingedrat,13,14,16,12,160,195,949,evil,1,
orc,21,22,10,10,332,324,2239,evil,0,
orc,19,20,11,13,332,292,2182,evil,0,
orc,20,20,8,8,356,306,2143,evil,0,
human,10,7,15,18,224,101,312,neutral,0,142.0
wingedrat,14,18,16,13,164,208,987,evil,1,
human,9,16,13,19,201,96,295,neutral,0,146.0
human,10,14,16,26,227,106,330,neutral,0,159.0
halfling,15,8,11,11,139,93,162,good,0,
orc,18,19,10,10,341,294,2075,evil,0,
lizard,18,17,5,14,192,135,778,evil,0,
orc,24,16,13,6,356,318,2244,evil,0,
human,11,12,12,26,226,94,308,neutral,0,157.0
halfling,10,3,15,21,130,87,152,good,0,
lizard,10,12,6,10,236,117,793,evil,0,
human,11,11,12,16,225,96,317,neutral,0,136.0
lizard,11,13,3,15,211,137,903,evil,0,
human,17,7,13,22,248,118,361,neutral,0,147.0
halfling,18,10,9,11,128,92,156,good,0,
lizard,19,17,5,12,213,129,835,evil,0,
human,13,12,10,22,218,99,309,neutral,0,152.0
lizard,15,14,1,8,225,118,828,evil,0,
human,11,18,12,25,216,100,322,neutral,0,161.0
wingedrat,12,17,14,14,176,170,937,evil,1,
human,14,15,15,25,235,106,338,neutral,0,152.0
orc,17,16,11,0,328,306,2210,evil,0,
halfling,13,8,9,15,127,106,169,good,0,
lizard,18,14,0,18,234,130,859,evil,0,
orc,17,19,7,5,343,340,2380,evil,0,
lizard,17,13,-2,14,219,137,840,evil,0,
lizard,15,17,9,15,213,135,856,evil,0,
orc,25,19,10,11,346,299,2164,evil,0,
lizard,22,14,-3,13,225,128,850,evil,0,
wingedrat,14,16,14,9,151,218,1009,evil,1,
lizard,14,17,-1,15,199,97,694,evil,0,
orc,19,23,11,6,355,320,2226,evil,0,
lizard,24,9,5,9,223,129,822,evil,0,
wingedrat,19,8,14,10,158,178,898,evil,1,
human,7,10,11,22,219,98,302,neutral,0,149.0
halfling,12,9,14,17,103,81,132,good,0,
lizard,15,10,-3,11,233,134,864,evil,0,
lizard,14,16,5,9,236,138,902,evil,0,
orc,15,25,6,10,294,332,2148,evil,0,
human,13,10,11,17,228,102,313,neutral,0,136.0
human,16,14,16,17,237,126,378,neutral,0,135.0
wingedrat,14,9,10,8,144,212,975,evil,1,
lizard,22,16,4,13,198,135,799,evil,0,
orc,26,20,12,5,340,346,2360,evil,0,
orc,17,19,12,9,348,340,2379,evil,0,
lizard,20,19,5,15,225,126,829,evil,0,
human,15,13,9,19,233,107,345,neutral,0,141.0
halfling,15,10,10,12,140,98,168,good,0,
wingedrat,17,16,15,16,142,197,969,evil,1,
halfling,12,14,12,12,110,75,130,good,0,
wingedrat,17,17,22,17,137,176,862,evil,1,
wingedrat,12,13,8,15,146,180,926,evil,1,
halfling,14,13,12,18,108,98,152,good,0,
halfling,14,14,16,13,120,122,182,good,0,
halfling,17,10,13,12,138,100,169,good,0,
lizard,12,20,2,12,203,129,831,evil,0,
lizard,18,15,10,15,226,110,842,evil,0,
human,15,11,10,24,218,104,320,neutral,0,148.0
lizard,18,15,6,10,205,136,856,evil,0,
halfling,15,8,12,9,124,113,175,good,0,
orc,24,8,11,10,345,287,2070,evil,0,
halfling,8,10,16,16,106,122,175,good,0,
lizard,16,11,-2,17,201,137,859,evil,0,
human,8,11,8,20,234,104,339,neutral,0,150.0
halfling,14,14,16,16,133,100,166,good,0,
halfling,12,6,8,17,115,110,167,good,0,
wingedrat,18,17,15,15,148,227,976,evil,1,
wingedrat,18,15,11,11,140,226,1035,evil,1,
orc,22,15,2,12,342,296,2074,evil,0,
human,10,10,15,20,210,99,302,neutral,0,147.0
lizard,15,15,7,8,227,119,850,evil,0,
human,12,14,18,21,231,112,342,neutral,0,151.0
lizard,12,14,2,10,232,130,912,evil,0,
orc,26,24,7,10,359,291,2225,evil,0,
orc,18,11,16,10,334,354,2350,evil,0,
halfling,15,13,10,16,135,110,177,good,0,
lizard,19,10,3,16,222,106,786,evil,0,
lizard,14,16,4,15,215,113,750,evil,0,
orc,23,17,12,6,316,304,2122,evil,0,
orc,23,17,8,3,338,349,2307,evil,0,
wingedrat,20,12,17,7,156,173,912,evil,1,
lizard,21,16,0,6,210,136,834,evil,0,
wingedrat,15,20,15,11,144,167,895,evil,1,
wingedrat,19,9,14,7,152,199,935,evil,1,
lizard,17,15,9,10,212,143,838,evil,0,
wingedrat,8,22,12,15,143,218,1008,evil,1,
human,10,14,5,18,192,93,284,neutral,0,141.0
wingedrat,11,17,18,12,153,242,1085,evil,1,
halfling,8,8,11,13,125,103,165,good,0,
halfling,12,5,14,18,142,96,167,good,0,
human,17,13,14,18,245,121,353,neutral,0,134.0
orc,20,15,13,9,317,307,2163,evil,0,
lizard,15,15,-5,8,221,131,870,evil,0,
lizard,15,15,-5,12,215,117,767,evil,0,
halfling,15,5,8,18,115,82,139,good,0,
wingedrat,10,14,14,17,153,171,836,evil,1,
lizard,14,15,-3,12,218,133,851,evil,0,
halfling,9,10,5,12,134,96,163,good,0,
lizard,15,11,-6,14,213,139,827,evil,0,
halfling,13,6,6,20,135,90,157,good,0,
human,14,16,12,13,227,104,326,neutral,0,127.0
lizard,18,13,1,17,213,123,804,evil,0,
halfling,13,16,9,15,124,70,132,good,0,
human,13,15,12,18,225,110,339,neutral,0,141.0
wingedrat,11,13,15,8,152,201,985,evil,1,
wingedrat,18,11,19,17,166,203,1007,evil,1,
orc,19,22,5,7,343,352,2389,evil,0,
orc,22,20,11,8,316,339,2173,evil,0,
human,12,15,13,23,196,116,327,neutral,0,154.0
halfling,16,13,16,6,144,127,199,good,0,
halfling,14,8,10,19,127,112,175,good,0,
orc,23,14,12,12,315,322,2170,evil,0,
orc,20,12,12,5,334,347,2323,evil,0,
human,14,15,14,19,204,96,299,neutral,0,140.0
lizard,17,14,-1,8,205,129,800,evil,0,
human,8,6,7,21,237,111,342,neutral,0,151.0
wingedrat,17,13,16,5,184,153,823,evil,1,
halfling,9,12,11,12,139,90,159,good,0,
wingedrat,12,11,17,13,145,195,944,evil,1,
human,7,9,9,26,206,126,336,neutral,0,160.0
wingedrat,12,15,13,12,165,193,932,evil,1,
halfling,16,5,9,16,138,112,181,good,0,
wingedrat,19,15,15,14,156,207,1003,evil,1,
halfling,4,6,12,18,116,144,202,good,0,
lizard,12,11,9,9,209,112,763,evil,0,
orc,24,21,4,5,348,318,2242,evil,0,
wingedrat,17,20,10,10,135,243,1099,evil,1,
human,13,15,14,15,238,110,339,neutral,0,133.0
lizard,15,8,-3,9,236,122,810,evil,0,
orc,25,16,7,4,296,355,2230,evil,0,
halfling,14,8,14,14,144,97,169,good,0,
lizard,16,16,4,13,215,112,792,evil,0,
wingedrat,18,17,13,17,159,237,1146,evil,1,
lizard,22,21,-1,11,229,122,847,evil,0,
halfling,18,14,12,17,141,113,183,good,0,
orc,17,19,11,9,310,325,2142,evil,0,
wingedrat,21,14,16,14,163,203,991,evil,1,
orc,19,14,10,9,349,365,2439,evil,0,
wingedrat,18,15,13,14,139,214,969,evil,1,
wingedrat,13,13,19,12,167,198,986,evil,1,
wingedrat,14,9,13,12,162,209,1037,evil,1,
lizard,18,10,-4,10,234,113,872,evil,0,
halfling,13,6,11,18,124,109,171,good,0,
orc,19,11,12,11,340,330,2322,evil,0,
halfling,12,11,13,19,141,116,186,good,0,
lizard,18,14,3,10,230,120,819,evil,0,
human,11,15,10,20,209,113,332,neutral,0,147.0
halfling,10,12,17,13,139,94,163,good,0,
lizard,17,17,2,11,198,112,725,evil,0,
human,14,11,14,17,206,109,316,neutral,0,136.0
halfling,15,7,14,14,128,74,138,good,0,
orc,24,22,8,9,340,301,2156,evil,0,
human,12,9,12,21,225,113,348,neutral,0,148.0
orc,20,21,13,9,296,328,2157,evil,0,
orc,26,22,3,4,340,291,2006,evil,0,
wingedrat,7,18,15,9,160,189,906,evil,1,
lizard,23,14,7,15,215,123,830,evil,0,
orc,28,15,12,9,346,299,2060,evil,0,
orc,20,18,12,15,335,354,2347,evil,0,
wingedrat,14,15,10,10,173,185,954,evil,1,
lizard,15,16,2,13,199,131,840,evil,0,
orc,25,19,9,7,340,344,2398,evil,0,
orc,13,17,11,7,340,353,2360,evil,0,
human,13,5,13,23,222,98,322,neutral,0,147.0
lizard,18,11,1,15,230,115,801,evil,0,
wingedrat,21,14,16,10,155,216,1036,evil,1,
wingedrat,18,11,13,9,168,195,960,evil,1,
halfling,16,13,9,19,130,87,152,good,0,
orc,19,11,11,3,328,311,2118,evil,0,
orc,16,19,11,8,329,339,2212,evil,0,
lizard,20,17,-3,12,222,122,852,evil,0,
orc,24,18,10,8,309,311,2045,evil,0,
halfling,9,5,7,15,121,103,163,good,0,
orc,12,19,11,4,373,330,2316,evil,0,
human,8,17,14,17,206,112,323,neutral,0,143.0
halfling,12,15,17,18,134,95,162,good,0,
lizard,20,20,4,14,213,131,842,evil,0,
human,10,11,13,20,229,93,304,neutral,0,150.0
wingedrat,13,15,19,13,157,188,933,evil,1,
lizard,21,15,-1,17,225,125,833,evil,0,
orc,21,22,9,14,376,322,2311,evil,0,
human,14,10,9,14,213,105,305,neutral,0,127.0
human,16,13,9,27,223,115,346,neutral,0,160.0
halfling,18,13,15,15,124,119,181,good,0,
halfling,14,8,10,16,96,99,147,good,0,
human,17,8,10,14,215,100,302,neutral,0,123.0
halfling,8,15,10,14,133,100,166,good,0,
orc,16,21,8,7,322,312,2043,evil,0,
orc,17,11,8,11,337,313,2171,evil,0,
lizard,20,6,-1,8,228,145,879,evil,0,
halfling,6,5,13,15,131,95,160,good,0,
wingedrat,15,16,15,14,153,221,1028,evil,1,
human,11,6,14,18,229,97,317,neutral,0,138.0
lizard,13,19,-3,14,226,130,847,evil,0,
wingedrat,16,16,17,12,178,194,1021,evil,1,
human,18,9,10,22,206,105,313,neutral,0,142.0
wingedrat,8,19,10,9,158,210,1011,evil,1,
halfling,16,8,15,16,151,85,160,good,0,
lizard,13,15,-5,15,215,122,781,evil,0,
lizard,13,15,1,10,231,136,866,evil,0,
lizard,18,16,0,10,215,128,770,evil,0,
orc,20,20,12,8,326,323,2203,evil,0,
human,11,10,11,23,211,105,322,neutral,0,153.0
human,14,14,12,19,222,99,312,neutral,0,141.0
lizard,14,17,4,14,198,145,833,evil,0,
orc,22,17,7,12,323,313,2210,evil,0,
human,12,14,16,20,229,93,305,neutral,0,144.0
halfling,13,14,13,13,127,104,167,good,0,
lizard,12,19,-4,16,234,133,900,evil,0,
orc,12,23,11,6,332,339,2163,evil,0,
orc,21,15,10,7,319,340,2232,evil,0,
lizard,14,16,4,17,245,142,924,evil,0,
human,10,14,9,24,211,115,326,neutral,0,154.0
orc,23,17,11,8,319,327,2250,evil,0,
wingedrat,16,17,15,6,175,223,1049,evil,1,
orc,15,25,7,10,374,292,2083,evil,0,
human,18,14,13,16,212,95,304,neutral,0,127.0
orc,22,19,4,11,360,358,2351,evil,0,
lizard,12,8,3,15,220,141,902,evil,0,
human,17,15,9,19,232,111,346,neutral,0,140.0
lizard,16,10,2,14,220,129,832,evil,0,
orc,22,17,10,16,333,332,2275,evil,0,
wingedrat,16,18,16,7,143,181,919,evil,1,
orc,16,17,13,13,331,337,2398,evil,0,
human,8,12,12,20,225,105,327,neutral,0,152.0
orc,26,26,3,7,353,343,2288,evil,0,
halfling,9,14,15,16,132,92,158,good,0,
human,15,3,17,25,218,101,307,neutral,0,151.0
wingedrat,9,21,19,12,141,202,967,evil,1,
lizard,16,19,1,16,227,108,807,evil,0,
lizard,18,18,-1,14,221,140,880,evil,0,
wingedrat,16,15,21,14,172,194,940,evil,1,
orc,22,15,10,14,331,315,2106,evil,0,
human,16,11,14,21,216,105,313,neutral,0,143.0
wingedrat,12,9,12,10,164,220,1034,evil,1,
human,4,7,9,18,218,100,322,neutral,0,147.0
lizard,19,12,4,16,227,115,805,evil,0,
human,14,9,12,19,213,107,318,neutral,0,137.0
wingedrat,16,20,18,14,163,180,914,evil,1,
orc,15,19,6,6,380,335,2409,evil,0,
lizard,16,15,7,11,230,121,816,evil,0,
wingedrat,19,16,11,15,172,186,935,evil,1,
orc,22,22,15,9,319,324,2278,evil,0,
orc,26,15,9,15,350,321,2206,evil,0,
lizard,14,15,0,11,225,151,878,evil,0,
lizard,13,13,1,9,209,127,819,evil,0,
lizard,15,19,-3,12,235,113,834,evil,0,
halfling,14,9,15,13,142,103,174,good,0,
halfling,11,11,13,12,157,79,157,good,0,
orc,21,18,11,7,339,342,2293,evil,0,
human,8,12,9,12,224,93,306,neutral,0,131.0
orc,15,24,14,8,322,339,2205,evil,0,
wingedrat,14,20,14,12,168,238,1093,evil,1,
wingedrat,15,16,21,11,159,164,837,evil,1,
lizard,17,15,5,13,208,130,843,evil,0,
wingedrat,13,10,10,13,146,224,1006,evil,1,
lizard,21,15,-1,12,206,121,763,evil,0,
wingedrat,15,17,15,15,161,207,994,evil,1,
halfling,12,11,11,19,135,75,142,good,0,
human,13,8,16,16,236,106,332,neutral,0,131.0
lizard,15,11,6,13,211,117,762,evil,0,
wingedrat,12,15,19,11,168,201,995,evil,1,
wingedrat,14,17,19,11,151,216,1053,evil,1,
halfling,13,11,18,12,131,107,172,good,0,
halfling,16,11,13,21,141,99,169,good,0,
halfling,10,12,10,17,141,92,162,good,0,
orc,22,18,13,10,352,356,2367,evil,0,
lizard,17,10,-6,18,214,129,858,evil,0,
lizard,15,14,-2,14,215,121,803,evil,0,
orc,22,17,12,4,343,338,2243,evil,0,
orc,17,19,11,9,296,345,2220,evil,0,
wingedrat,17,15,21,13,177,185,929,evil,1,
lizard,19,18,8,16,216,130,775,evil,0,
wingedrat,8,15,15,18,146,204,959,evil,1,
lizard,15,16,-1,5,210,139,885,evil,0,
wingedrat,13,14,14,9,153,183,879,evil,1,
human,17,11,9,24,227,125,363,neutral,0,151.0
orc,26,17,12,10,337,340,2212,evil,0,
lizard,18,15,0,17,224,116,803,evil,0,
wingedrat,12,10,16,13,159,256,1142,evil,1,
orc,20,21,7,6,327,313,2080,evil,0,
wingedrat,12,14,13,7,173,197,994,evil,1,
wingedrat,12,18,12,13,174,205,1064,evil,1,
wingedrat,9,17,7,15,147,202,927,evil,1,
lizard,13,14,10,11,218,135,854,evil,0,
wingedrat,16,12,16,7,160,212,976,evil,1,
wingedrat,14,17,14,14,151,244,1078,evil,1,
lizard,16,16,2,16,200,132,790,evil,0,
human,4,7,4,17,216,115,332,neutral,0,143.0
